,tweet_id,sentiment,content,preprocessed_content
808,1957152425,worry,closeness or distance? closeness... but now everything seems so distant...,closeness or distance closeness but now everything seems so distant
809,1957152662,sadness,Annnnnnddd another one bites the dust,annnnnnddd another one bite the dust
810,1957152849,worry,Ahhhhh! My &quot;Let The Right One In&quot; DVD broke,ahhhhh my quotlet the right one inquot dvd broke
812,1957153177,worry,@hisheidi  my thoughts dwell on a certain person,my thought dwell on a certain person
813,1957153763,worry,fml my work uniform is on the washing line,fml my work uniform is on the washing line
814,1957153898,worry,ohh shit i just realized she still not talking to me  it b like dat some times..,ohh shit i just realized she still not talking to me it b like dat some time
815,1957153926,sadness,"on my 42nd written fuck.. i get less ideas every day, and every day",on my 42nd written fuck i get le idea every day and every day
816,1957154044,worry,"@MelissaLynnette naw, it doesnt match up LOL and i have no shenanigans to discuss...  but i did do the thing...",naw it doesnt match up lol and i have no shenanigan to discus but i did do the thing
817,1957154062,worry,"@mayora not this part, unfortunately.",not this part unfortunately
818,1957154220,worry,"@soverpeck dude, i didn't know it was a personal experience. sorry something like that went down",dude i didnt know it wa a personal experience sorry something like that went down
819,1957154452,worry,@A_Lay aww well I just randomly woke up and now I can't sleep! Too many things on my mind,aww well i just randomly woke up and now i cant sleep too many thing on my mind
820,1957154606,worry,@donperignon me too baby... Miss you,me too baby miss you
821,1957154717,neutral,"@ddlovato Since obviously living in Alaska, only a few radio stations we get here.",since obviously living in alaska only a few radio station we get here
822,1957154821,hate,i just murdered two fucking mouses!!! now i cant sleep,i just murdered two fucking mouse now i cant sleep
823,1957155160,neutral,"Oh noes.  hey, what's my tatoo say?",oh no hey whats my tatoo say
824,1957155266,neutral,@astynes I don't have a VCR...,i dont have a vcr
825,1957155610,sadness,@hammett I wish I could have time for my xbox  project all tied,i wish i could have time for my xbox project all tied
826,1957155968,worry,all my pancakes always end up soggy.,all my pancake always end up soggy
827,1957156210,worry,"4 very big ???zongzi) for lunch, ate more, but not work more.Work less but eat more, what  can I do w/h it? Too useless become.",4 very big zongzi for lunch ate more but not work morework le but eat more what can i do wh it too useless become
828,1957156484,hate,"sososo bummed, like really bummed, i hate this rain, ruin my date...",sososo bummed like really bummed i hate this rain ruin my date
829,1957156949,hate,"Working late at night on a Dell notebook, Dell's quality has gone down hill, warrenty service sucks too, poor people  buy a Mac instead",working late at night on a dell notebook dell quality ha gone down hill warrenty service suck too poor people buy a mac instead
831,1957157469,worry,Why do none of my thoughts make sense when I'm sober?,why do none of my thought make sense when im sober
832,1957157790,neutral,@MsAKAtainment I know right  but hopefully something comes up though,i know right but hopefully something come up though
833,1957158373,worry,I cant to sleep and tomorrow i must wake up too early,i cant to sleep and tomorrow i must wake up too early
834,1957158466,worry,"@JustDes As it is now, my body has already developed a mind of it's own but that mind refuses to co-operate with set schedules",a it is now my body ha already developed a mind of it own but that mind refuse to cooperate with set schedule
835,1957158560,neutral,@claudiuvoicu supposed to be back Sun (via private jet btw#!:o) but mite hav to stay bymyself (thnk god) for another week  &amp; want Bruno!,supposed to be back sun via private jet btwo but mite hav to stay bymyself thnk god for another week amp want bruno
836,1957158904,sadness,And trash repops.  Getting it tomorrow night I suppose.,and trash repops getting it tomorrow night i suppose
837,1957158993,worry,Nursing bruises from motorbike crash on Wednesday night leaving London workplace. The ground is so much harder the older you get,nursing bruise from motorbike crash on wednesday night leaving london workplace the ground is so much harder the older you get
838,1957159693,worry,"so bored, i have a headache.",so bored i have a headache
839,1957159745,neutral,Huge headache...goodnight!!,huge headachegoodnight
840,1957160024,sadness,feels like crap whenever she lays down. @)(1+-'$#! I hate heartburn &amp; backaches!,feel like crap whenever she lay down 1 i hate heartburn amp backache
841,1957160410,sadness,@katiefreeze I miss you!!!! It's lonely and empty without you!  http://yfrog.com/3o3zxoj,i miss you it lonely and empty without you
842,1957160428,sadness,@lozzyx NOICE. I realised that after exams I have 2 more weeks  Forgot about the whole 2 weeks of Unit 4 in term 2 thing :/,noice i realised that after exam i have 2 more week forgot about the whole 2 week of unit 4 in term 2 thing
843,1957160547,neutral,"I justwatched like, 5 straight episodes of escaped on ID Discovery channel. A guy imprisoned 6 women, killed 2 and cooked them",i justwatched like 5 straight episode of escaped on id discovery channel a guy imprisoned 6 woman killed 2 and cooked them
844,1957160631,sadness,Missing Everyone,missing everyone
845,1957160829,neutral,its only 0.2! Just give me my 3 points!,it only 02 just give me my 3 point
846,1957160843,hate,"@calvinharris make the most of pork products while you can, they've fucking stopped importing it here in dubai. bad times",make the most of pork product while you can theyve fucking stopped importing it here in dubai bad time
847,1957160993,worry,another build failed! something is not right in the big scheme of things!,another build failed something is not right in the big scheme of thing
848,1957161106,worry,"My wife took my last ï¿½20, no McDonalds breakfast for me today",my wife took my last ï¿½20 no mcdonalds breakfast for me today
850,1957161860,sadness,My sisser is moving tomorrow and of makes me sad  actually I guess technically in a couple of hours since it's already Friday.,my sisser is moving tomorrow and of make me sad actually i guess technically in a couple of hour since it already friday
851,1957162285,worry,I keep on falling asleep when I'm suppose to be awake. I miss my babyy..,i keep on falling asleep when im suppose to be awake i miss my babyy
852,1957162630,neutral,@ryanhalloran why not?,why not
853,1957162853,worry,On my way to nottingham..I so don't want to be going,on my way to nottinghami so dont want to be going
855,1957162928,neutral,to Chicago... but why isn't my ride calling me back?,to chicago but why isnt my ride calling me back
856,1957163020,neutral,"K, goodnight! Gotta do Chuck E Cheese tomorrow following kindergarten shots and physical... Bla",k goodnight got ta do chuck e cheese tomorrow following kindergarten shot and physical bla
857,1957163152,worry,I need to wake up earlier so I'm actually tired enough to fall asleep,i need to wake up earlier so im actually tired enough to fall asleep
859,1957163634,neutral,I've got to catch the bus to work,ive got to catch the bus to work
860,1957163968,sadness,@wired that is so sad,that is so sad
864,1957165453,neutral,@pegbanditkitty absolutely nothin,absolutely nothin
866,1957165874,neutral,@ecctv If it makes you feel better I lost 10 overnight cause I posted a picture of a baby,if it make you feel better i lost 10 overnight cause i posted a picture of a baby
867,1957165933,sadness,is still sick  sigh,is still sick sigh
868,1957166244,worry,"@bethBABE4 Oh poor beths friend  i'm not naughty, i'm just unperfect.",oh poor beth friend im not naughty im just unperfect
870,1957166877,sadness,i feel really weird,i feel really weird
872,1957167206,worry,@BrianLimond Ever seen the tv show Dead Like Me? I died and became a grim reaper. Taking people's souls after accidents,ever seen the tv show dead like me i died and became a grim reaper taking people soul after accident
873,1957167375,neutral,@scumm_boy I'm sorry  I'm thinking about you and hope the week gets better!,im sorry im thinking about you and hope the week get better
874,1957167387,worry,Steam Punlk fashion show at Anime North and for the first year since TorCon we aren't back til @Anticipationsf &amp; missed it,steam punlk fashion show at anime north and for the first year since torcon we arent back til amp missed it
875,1957167519,sadness,my throat hurts  gonna go read and go to bed. text mee!,my throat hurt gon na go read and go to bed text mee
876,1957168110,worry,I am dying to hangout on a Friday afternoon...,i am dying to hangout on a friday afternoon
877,1957168160,worry,Eh.. it's cold,eh it cold
878,1957168222,neutral,mannnn..... @alllyy_ got an iphone!!! im jealous....  http://bit.ly/NgnaR,mannnn got an iphone im jealous
879,1957168762,sadness,fjdskal im really frustrated.,fjdskal im really frustrated
880,1957168874,neutral,"@regent_lord Aww, you should've YouTubed it.",aww you shouldve youtubed it
881,1957168966,sadness,Wondering how come mcdonalds take so long to deliver my food.,wondering how come mcdonalds take so long to deliver my food
883,1957169132,sadness,"@kenyaimagine ... much more injustice than we can imagine now. It will get worse before it gets better, I am afraid. No doubt here. Sorry",much more injustice than we can imagine now it will get worse before it get better i am afraid no doubt here sorry
884,1957169154,neutral,Will miss nostalgia ... everyone please kick tushar,will miss nostalgia everyone please kick tushar
885,1957169213,sadness,Sooo.....I'm kind of sick n tired of the bs that guys dish out  !!!!!!!!,soooim kind of sick n tired of the b that guy dish out
886,1957169248,worry,class color day tomorrow! last time!  I have a lot to remember for tomorrow but I bet I'll forget -_-,class color day tomorrow last time i have a lot to remember for tomorrow but i bet ill forget
887,1957169451,sadness,"@StarOnMaineSt idk lol my head hurts. rly bad. &amp; so does my stomach... hmm... personally, i think its from all the #s ive had 2 deal wit",idk lol my head hurt rly bad amp so doe my stomach hmm personally i think it from all the s ive had 2 deal wit
888,1957170158,worry,@keytar @badtwin BUT THEY ARE EXPENSIVE.,but they are expensive
889,1957170232,hate,"WTF facebook just cleared out my whole survey and i was on the last q, this night gets better and better  what else is next?",wtf facebook just cleared out my whole survey and i wa on the last q this night get better and better what else is next
890,1957170358,neutral,says good (or should i say bad?) afternoon!  http://plurk.com/p/wxpdj,say good or should i say bad afternoon
891,1957170449,neutral,says I've got number 10~  getting low~~ http://plurk.com/p/wxpdr,say ive got number 10 getting low
892,1957170760,worry,Misses his twitastic fwiends,miss his twitastic fwiends
893,1957171202,worry,@Deziree_Divine take my advice lookin through the phone cost me my relationship,take my advice lookin through the phone cost me my relationship
895,1957172292,hate,Its weird being at the guy's house without them here. I don't like it,it weird being at the guy house without them here i dont like it
897,1957172893,neutral,@summer_eyes I wish I knew!  The curse of Tumblr.,i wish i knew the curse of tumblr
898,1957173062,sadness,what a beautiful day - shame I've got to spend it in an office,what a beautiful day shame ive got to spend it in an office
900,1957173834,neutral,Business exam tomorrow,business exam tomorrow
901,1957174053,worry,"@WTF_JayR oh, i know how budgeting is.",oh i know how budgeting is
902,1957174125,sadness,Just finished watching the series return of the Chasers War on Everything - really quite crap compared to how it used to be,just finished watching the series return of the chaser war on everything really quite crap compared to how it used to be
903,1957174158,sadness,Wow just realized haven't checked Twitter since 9am when I saw my to-do list. Good news- got lot done. Bad news-don't know where day went,wow just realized havent checked twitter since 9am when i saw my todo list good news got lot done bad newsdont know where day went
904,1957174207,sadness,http://twitpic.com/664b7 - miss my bestfriend :'( now she left school,miss my bestfriend now she left school
907,1957175219,sadness,Tummy hurts,tummy hurt
908,1957175259,neutral,back from grimsby  it sucks bein back but was amazin wknd anyway!!,back from grimsby it suck bein back but wa amazin wknd anyway
909,1957175385,sadness,farewelling an employee tonight...,farewelling an employee tonight
910,1957175518,neutral,"@allysonalfonso haha, its under 18 :@ so ive got no one to go with  curse none of my friends liking TAI lol",haha it under 18 so ive got no one to go with curse none of my friend liking tai lol
911,1957175560,worry,"Gorgeous weather, but no bike",gorgeous weather but no bike
912,1957175586,sadness,"Morning all. The water heating's packed up, so i can't have a bath. I REALLY want a bath!",morning all the water heating packed up so i cant have a bath i really want a bath
913,1957175992,sadness,@heavenlyriot Girls are confusing.,girl are confusing
914,1957176048,sadness,@ lyrically_Me   Why would you do that to me?!,lyricallyme why would you do that to me
916,1957176357,sadness,Blackout in the city is never good,blackout in the city is never good
917,1957176603,neutral,@angelazodiak Aww maybe i traumatized her.,aww maybe i traumatized her
919,1957177654,hate,"@mrskutcher  Where I live, all the small markets deliver their day-old bread to the food bank, but times are really tough, even for me",where i live all the small market deliver their dayold bread to the food bank but time are really tough even for me
920,1957177660,worry,"I have drunk hickups. I had a pretty laid back, great night. But I still can't help but be mad about the situation I put myself in",i have drunk hickups i had a pretty laid back great night but i still cant help but be mad about the situation i put myself in
921,1957178636,worry,why do i think i have to take medicine cuz i was laughing to hard?. my head should not be in this much pain. i thought laughter was gud,why do i think i have to take medicine cuz i wa laughing to hard my head should not be in this much pain i thought laughter wa gud
922,1957179054,neutral,Ugh. Too much happened today. I really need a hug,ugh too much happened today i really need a hug
925,1957179532,neutral,@n3rin3 Ur pic is gone,ur pic is gone
926,1957180100,worry,My tongue still hurts.  I need to sleep!!!,my tongue still hurt i need to sleep
927,1957180254,neutral,how do you twitter?,how do you twitter
928,1957180598,sadness,@half_a_mind Chris and I are staying in Glasgow instead cause there is absolutely no accomodation in Edinburgh due to the marathon,chris and i are staying in glasgow instead cause there is absolutely no accomodation in edinburgh due to the marathon
930,1957181400,neutral,@JWess awww  ok lol hopefully by than im still here and not back over in the states,awww ok lol hopefully by than im still here and not back over in the state
931,1957181678,sadness,@t_isfortammy Sad tweets are sad,sad tweet are sad
932,1957181879,worry,needs a little lie down. not feeling great today. boo,need a little lie down not feeling great today boo
933,1957181945,neutral,@djcoombs not at my workplace.   but a short-sleeved shirt is absolutely necessary today!,not at my workplace but a shortsleeved shirt is absolutely necessary today
934,1957181947,sadness,Have decided I just can't stand @GuyKawasaki's Alltop spam any longer.,have decided i just cant stand s alltop spam any longer
935,1957182104,worry,"its from all that anal sex, i forgot the lube. damn  may need to go to the E.R.",it from all that anal sex i forgot the lube damn may need to go to the er
936,1957182181,worry,Playn madden with austin. Im going to miss him..,playn madden with austin im going to miss him
937,1957182382,sadness,i miss rich,i miss rich
938,1957182504,sadness,Headache of the century coming- I can feel it  Fuck.,headache of the century coming i can feel it fuck
939,1957182827,sadness,disappointed to know that I got the Silver Award. I want the GOLD award. I hate being second best.,disappointed to know that i got the silver award i want the gold award i hate being second best
940,1957183021,worry,PLEASE MAKE THE LIVECHAT ON SATURDAY CUS I HAVE TO GO TO SCHOOL ON WEEKDAYS(5/6 AM here)   @Jonasbrothers,please make the livechat on saturday cu i have to go to school on weekdays56 am here
941,1957183110,worry,"I want to go back to bed but have a child to look after!  I may sleep all of sunday, my enevitable hangover may require it!",i want to go back to bed but have a child to look after i may sleep all of sunday my enevitable hangover may require it
942,1957183149,worry,I just got mad tired so no sex  sleepytime night!,i just got mad tired so no sex sleepytime night
944,1957183431,neutral,does anyone know how to convert 6 est to Aus time? ROFL xD fucking radio disney,doe anyone know how to convert 6 est to au time rofl xd fucking radio disney
945,1957183897,sadness,home from ice cream tweet-up (my very first tweet-up!) No pics because my camera battery died last night and i forgot to charge it,home from ice cream tweetup my very first tweetup no pic because my camera battery died last night and i forgot to charge it
946,1957184403,neutral,@sakshijuneja ok that's subtly saying i'm no longer a fave  temme 1 thing - did the firangs steal your vocab? ur eating words and how!,ok thats subtly saying im no longer a fave temme 1 thing did the firangs steal your vocab ur eating word and how
947,1957185446,worry,"@scotty_mcc bye, Scotty!  i'm gonna miss you. ily&lt;333",bye scotty im gon na miss you ilylt333
948,1957185625,worry,New Comment On Jowki:  I wish I had the time to blog more often  http://cli.gs/ZzRe1P,new comment on jowki i wish i had the time to blog more often
949,1957186277,worry,we can get a temporary tattoo. I would be totally sad if he died.,we can get a temporary tattoo i would be totally sad if he died
950,1957186411,worry,@professor12 gray! .... i so feel neglected,gray i so feel neglected
951,1957187070,worry,@Desert_Star95 oh so you know how I feel then  Damn representative for bank of america tried to make it sound like I did it. What a b ...,oh so you know how i feel then damn representative for bank of america tried to make it sound like i did it what a b
952,1957187082,worry,is tired and cold and runny,is tired and cold and runny
953,1957188146,sadness,@narain Dun wanna travel all the way there for lunch now. But yeah i have been there. Nice place. Missing Shan-e-Punjab though...,dun wan na travel all the way there for lunch now but yeah i have been there nice place missing shanepunjab though
954,1957188633,hate,Doing a mass cleanout of my room before rearranging it. Just sent mother out to buy me a bin and a bookshelf since mine sucks. Bad mood,doing a mass cleanout of my room before rearranging it just sent mother out to buy me a bin and a bookshelf since mine suck bad mood
955,1957188800,sadness,@xMyLifesAStoryx rob got lucky that game he beat me 209-205,rob got lucky that game he beat me 209205
956,1957188806,hate,"feeling really sick  watching the fifth element, and about to smoke a cigg. ugh i hate colds!",feeling really sick watching the fifth element and about to smoke a cigg ugh i hate cold
958,1957188908,worry,someone save me!! i dont want to pack anymore,someone save me i dont want to pack anymore
959,1957188950,sadness,home from school had the shitest day today,home from school had the shitest day today
961,1957189540,worry,bruise on knee will make it hard to skate tomorrow.,bruise on knee will make it hard to skate tomorrow
962,1957189551,sadness,"@hobosexual lol.  When I went to buy my new laptop in Feb., I already knew, lol, but I looked anyway and walked away sadfaced. :/",lol when i went to buy my new laptop in feb i already knew lol but i looked anyway and walked away sadfaced
963,1957189838,neutral,FYI no internets until THURSTAG!!!! after saturday  i have a feeling i will become 800x more productive during those days.,fyi no internet until thurstag after saturday i have a feeling i will become 800x more productive during those day
964,1957189924,sadness,Sitting by myself. Everyone took the good seats.,sitting by myself everyone took the good seat
965,1957190114,worry,NO FREE WIFI!?!? My vacay is ruined!!!!,no free wifi my vacay is ruined
966,1957190291,sadness,@sfannah Ahhhhh  Well at least I'm up to!,ahhhhh well at least im up to
968,1957190952,sadness,@DHughesy ME! oh wait wrong state,me oh wait wrong state
971,1957191331,worry,Trying to sleep without any pills... Not working. 3am and wide awake. But now it's too late to take them because I'll sleep til 3pm,trying to sleep without any pill not working 3am and wide awake but now it too late to take them because ill sleep til 3pm
972,1957191437,worry,Phone will die soon. What to do now? Oh no!,phone will die soon what to do now oh no
973,1957191516,sadness,Sorry was that mean,sorry wa that mean
974,1957191630,worry,Forgot my power cable at home today,forgot my power cable at home today
976,1957191925,worry,I can't sleep. I can't find my grandmother's quilt or locket. I'm sick at myself cause I may have lost them somehow. Or they were stolen,i cant sleep i cant find my grandmother quilt or locket im sick at myself cause i may have lost them somehow or they were stolen
977,1957192084,worry,@ZachMoore1 I thought I was going to see a pic of your clean car,i thought i wa going to see a pic of your clean car
978,1957192167,worry,@hot30 i want to! but im not over 18 and t&amp;c says over 18's only  wanna make an exception for me ;),i want to but im not over 18 and tampc say over 18 only wan na make an exception for me
979,1957192307,worry,"@ingridkerr No, but it does amazing things with keeping all your online conversations in one place... unfortunately that place is Google",no but it doe amazing thing with keeping all your online conversation in one place unfortunately that place is google
980,1957192397,sadness,"@rscheuer sorry, is only in spanish for the moment",sorry is only in spanish for the moment
981,1957192464,worry,@ddlovato Yayyyyyyyyyyy!!!!! but thats sp far away!,yayyyyyyyyyyy but thats sp far away
983,1957192957,hate,Bummed that F! F! F! broke up,bummed that f f f broke up
984,1957192967,neutral,I signed up for an account on a political website so I could post a comment but it isn't working.,i signed up for an account on a political website so i could post a comment but it isnt working
985,1957193010,neutral,How Come I Can Never Sleep Past?? Not Good,how come i can never sleep past not good
986,1957193022,worry,@Sageey My public talk in July got canceled and I don't know why.,my public talk in july got canceled and i dont know why
987,1957193805,neutral,@typicalrouse I would but its like 1800 or 1000+ miles  gas prices are crazy im doing alpine next summer most def,i would but it like 1800 or 1000 mile gas price are crazy im doing alpine next summer most def
988,1957194036,worry,"Feeling so rough today, just want a cuddle and some sleep",feeling so rough today just want a cuddle and some sleep
990,1957194339,worry,"@portugaltheman Where'd the songs go on the site, I want &quot;Do You&quot; on this computer too",whered the song go on the site i want quotdo youquot on this computer too
991,1957194454,sadness,has had the flu pass unto me by andy...went shopping and got fresh chicken for chicken soup...but no d&amp;d this sat ...is a sad panda,ha had the flu pas unto me by andywent shopping and got fresh chicken for chicken soupbut no dampd this sat is a sad panda
992,1957194726,neutral,has an exam at 10am - I slept about 3 hours last night,ha an exam at 10am i slept about 3 hour last night
993,1957194802,sadness,not well,not well
994,1957194936,sadness,@Miss_Rain oh what the hell  way to tell me.,oh what the hell way to tell me
995,1957195159,neutral,Wish I lived in or atleast relatively close to Ohio!   Haven't seen @SmallTown_Troy or @Derk_McLoven in almost a year.,wish i lived in or atleast relatively close to ohio havent seen or in almost a year
996,1957195244,sadness,@theblackestsea oh crap!!,oh crap
998,1957195514,neutral,@3Gguy and within a short time of the last clue all of them,and within a short time of the last clue all of them
999,1957195703,neutral,my phone still doesnt tweet,my phone still doesnt tweet
1000,1957195915,neutral,"@blindcripple Good idea Brain, you can't not be on Twitter...",good idea brain you cant not be on twitter
1001,1957195949,sadness,@shaundiviney i didnt get the msg!! :'( but i bought princess,i didnt get the msg but i bought princess
1003,1957196074,neutral,@mrskutcher just checked library website and girl with dragon tattoo is checked out,just checked library website and girl with dragon tattoo is checked out
1005,1957196764,worry,first puppy gone 2 new home.,first puppy gone 2 new home
1006,1957196825,sadness,"I'm so unhappy being here. I hate it. It's affecting everything. My relationships with people, my personality, my attitude...",im so unhappy being here i hate it it affecting everything my relationship with people my personality my attitude
1007,1957196855,sadness,"There's Nothing To Do Right Now And I'm Tired But I Don't Want To Sleep. Cleaned Up Pretty Good, So Proud. At Least I'd Be A Good Janitor",there nothing to do right now and im tired but i dont want to sleep cleaned up pretty good so proud at least id be a good janitor
1008,1957197501,worry,feeling extremally ill,feeling extremally ill
1009,1957197786,sadness,@Madush oh my... now im offended.  ha,oh my now im offended ha
1011,1957198359,hate,"@StonedSteve yes it was good 2 see them laught at each other,,but that poor lad asking his mum &amp; dad 2 kill him",yes it wa good 2 see them laught at each otherbut that poor lad asking his mum amp dad 2 kill him
1012,1957198430,neutral,I'm at work,im at work
1013,1957198551,worry,&quot;my name is Tony!!!!!! ...not hey!!!!&quot; -  poor tony,quotmy name is tony not heyquot poor tony
1014,1957198598,neutral,"@portugaltheman @liftingfaces Where'd the songs go on the site, I want &quot;Do You&quot; on this computer too",whered the song go on the site i want quotdo youquot on this computer too
1015,1957198802,worry,back time.  I wish I was a teenager again. I wish I could feel healthy again. I can't remember what it's like to feel healthy anymore.,back time i wish i wa a teenager again i wish i could feel healthy again i cant remember what it like to feel healthy anymore
